image,original_caption,generated_caption,value1,value2
566794036_60f7acdf35.jpg,A man wearing red shorts dribbles a basketball behind him,a shirtless man holding a basketball on a court,0.63853,0.74494
566794036_60f7acdf35.jpg,A man with no shirt plays basketball,a shirtless man holding a basketball on a court,0.77957,0.68101
566794036_60f7acdf35.jpg,An athlete in red shorts is caught frozen during a basketball move,a shirtless man holding a basketball on a court,0.52251,0.57833
566794036_60f7acdf35.jpg,A shirtless man in red shorts bouncing a basketball on a court,a shirtless man holding a basketball on a court,0.83619,0.88276
566794036_60f7acdf35.jpg,Man in red shorts bouncing a basketball,a shirtless man holding a basketball on a court,0.60960,0.61407
732468337_a37075225e.jpg,A naked baby and toddler are playing with red fingerpaints,two young children sitting on the floor covered in paint,0.38647,0.48910
732468337_a37075225e.jpg,"A naked baby and toddler on the floor covered in paint , the toddler putting her hands on the baby 's head",two young children sitting on the floor covered in paint,0.50554,0.74715
732468337_a37075225e.jpg,A naked baby and toddler smear each other in paint,two young children sitting on the floor covered in paint,0.51873,0.63726
732468337_a37075225e.jpg,A naked toddler is covering a naked baby with paint,two young children sitting on the floor covered in paint,0.43136,0.56894
732468337_a37075225e.jpg,Two naked young children smear each other with red paint,two young children sitting on the floor covered in paint,0.57255,0.63084
795081510_53fd17d101.jpg,"A couple hold each other , standing on a ferry , looking out at a ferry",a man and a little girl looking out at the ocean,0.35400,0.66642
795081510_53fd17d101.jpg,A couple standing on the deck of a boat watching the water,a man and a little girl looking out at the ocean,0.38672,0.65627
795081510_53fd17d101.jpg,A man embraces a woman as they look over the railing out over the water at a ship,a man and a little girl looking out at the ocean,0.46677,0.82292
795081510_53fd17d101.jpg,Couple overlooking a metal rail with water and a boat int he background,a man and a little girl looking out at the ocean,0.41379,0.59711
795081510_53fd17d101.jpg,The couple is together looking at the large ship in the ocean,a man and a little girl looking out at the ocean,0.40997,0.61175
918886676_3323fb2a01.jpg,A brown dog drinks from a water bottle,a dog drinking water out of a faucet,0.60492,0.81583
918886676_3323fb2a01.jpg,A tan dog has a drink from water being poured from a spout,a dog drinking water out of a faucet,0.62039,0.81339
918886676_3323fb2a01.jpg,a yellow lab drinks water,a dog drinking water out of a faucet,0.57230,0.73361
918886676_3323fb2a01.jpg,The yellow dog is drinking water from a bottle,a dog drinking water out of a faucet,0.65576,0.78764
918886676_3323fb2a01.jpg,Yellow Labrador drinking water from a faucet,a dog drinking water out of a faucet,0.76369,0.82194
