image,original_caption,generated_caption,value1,value2
481827288_a688be7913.jpg,Two dogs play in the water,Two dogs playing in the water at the beach,0.84373,0.88313
481827288_a688be7913.jpg,Two identical brown dogs in the water with their noses in the air,Two dogs playing in the water at the beach,0.62312,0.75102
485738889_c2a00876a6.jpg,"A baby being held by a small girl , swimming underwater in a blue pool",A couple of kids having fun in a swimming pool,0.47798,0.69681
485738889_c2a00876a6.jpg,A child supports a toddler underwater in a pool,A couple of kids having fun in a swimming pool,0.57368,0.70206
485738889_c2a00876a6.jpg,A small girl and a toddler swimming underwater in a pool,A couple of kids having fun in a swimming pool,0.59339,0.76730
485738889_c2a00876a6.jpg,A young girl and baby boy are swimming underwater in a pool,A couple of kids having fun in a swimming pool,0.55020,0.71398
485738889_c2a00876a6.jpg,Two children smile underwater,A couple of kids having fun in a swimming pool,0.40722,0.44889
513269597_c38308feaf.jpg,A black dog carries a bucket in its mouth,A black dog carrying a white frisbee in its mouth,0.64788,0.89156
513269597_c38308feaf.jpg,A black dog carrying a hanging flower pot,A black dog carrying a white frisbee in its mouth,0.60366,0.79147
513269597_c38308feaf.jpg,A dog next to pine tree biting on a bucket,A black dog carrying a white frisbee in its mouth,0.39370,0.62053
513269597_c38308feaf.jpg,A furry black dog in a backyard carrying a basket in its mouth,A black dog carrying a white frisbee in its mouth,0.65834,0.90016
513269597_c38308feaf.jpg,A furry dog is walking by green trees while carrying something in its mouth,A black dog carrying a white frisbee in its mouth,0.54198,0.70364
536537638_f5ee42410b.jpg,A group of people wait in similar attire,A group of women wearing red hats and scarves,0.26446,0.55574
536537638_f5ee42410b.jpg,an asian girl wearing a red hat along side several others with red hats as well,A group of women wearing red hats and scarves,0.63349,0.71492
536537638_f5ee42410b.jpg,A small group of Asian women wearing red head scarves and black shirts are shopping,A group of women wearing red hats and scarves,0.65457,0.87479
536537638_f5ee42410b.jpg,five Japanese ladies wear red bandanas,A group of women wearing red hats and scarves,0.56458,0.72988
536537638_f5ee42410b.jpg,Several asian women wearing red cloths on their heads,A group of women wearing red hats and scarves,0.55348,0.72264
566794036_60f7acdf35.jpg,A man wearing red shorts dribbles a basketball behind him,A shirtless man holding a basketball on a court,0.63853,0.75407
566794036_60f7acdf35.jpg,A man with no shirt plays basketball,A shirtless man holding a basketball on a court,0.77957,0.69527
566794036_60f7acdf35.jpg,An athlete in red shorts is caught frozen during a basketball move,A shirtless man holding a basketball on a court,0.52251,0.56490
566794036_60f7acdf35.jpg,A shirtless man in red shorts bouncing a basketball on a court,A shirtless man holding a basketball on a court,0.83619,0.88670
566794036_60f7acdf35.jpg,Man in red shorts bouncing a basketball,A shirtless man holding a basketball on a court,0.60960,0.60842
732468337_a37075225e.jpg,A naked baby and toddler are playing with red fingerpaints,Two young children sitting on the floor covered in paint,0.38647,0.48560
732468337_a37075225e.jpg,"A naked baby and toddler on the floor covered in paint , the toddler putting her hands on the baby 's head",Two young children sitting on the floor covered in paint,0.50554,0.73405
732468337_a37075225e.jpg,A naked baby and toddler smear each other in paint,Two young children sitting on the floor covered in paint,0.51873,0.63725
732468337_a37075225e.jpg,A naked toddler is covering a naked baby with paint,Two young children sitting on the floor covered in paint,0.43136,0.57366
732468337_a37075225e.jpg,Two naked young children smear each other with red paint,Two young children sitting on the floor covered in paint,0.57255,0.62788
795081510_53fd17d101.jpg,"A couple hold each other , standing on a ferry , looking out at a ferry",A man and a little girl looking out at the ocean,0.35400,0.66545
795081510_53fd17d101.jpg,A couple standing on the deck of a boat watching the water,A man and a little girl looking out at the ocean,0.38672,0.65673
795081510_53fd17d101.jpg,A man embraces a woman as they look over the railing out over the water at a ship,A man and a little girl looking out at the ocean,0.46677,0.81175
795081510_53fd17d101.jpg,Couple overlooking a metal rail with water and a boat int he background,A man and a little girl looking out at the ocean,0.41379,0.56782
795081510_53fd17d101.jpg,The couple is together looking at the large ship in the ocean,A man and a little girl looking out at the ocean,0.40997,0.60906
918886676_3323fb2a01.jpg,A brown dog drinks from a water bottle,A dog drinking water out of a faucet,0.60492,0.82817
918886676_3323fb2a01.jpg,A tan dog has a drink from water being poured from a spout,A dog drinking water out of a faucet,0.62039,0.80974
918886676_3323fb2a01.jpg,a yellow lab drinks water,A dog drinking water out of a faucet,0.57230,0.71630
918886676_3323fb2a01.jpg,The yellow dog is drinking water from a bottle,A dog drinking water out of a faucet,0.65576,0.78839
918886676_3323fb2a01.jpg,Yellow Labrador drinking water from a faucet,A dog drinking water out of a faucet,0.76369,0.80690
