image,original_caption,generated_caption,value1,value2
3560726559_4c4bed9f2d.jpg,A well dressed young couple hold hands and pull in different directions in front of trees,"Two adults, a man and a woman of caucasian ethnicity, are holding hands outdoors, immersed in the serenity of a lush forest, embodying the essence of nature",0.33635,0.52088
3560726559_4c4bed9f2d.jpg,A young boy wearing a suit and top hat is holding hands with a girl in a green dress,"Two adults, a man and a woman of caucasian ethnicity, are holding hands outdoors, immersed in the serenity of a lush forest, embodying the essence of nature",0.25138,0.59404
3560726559_4c4bed9f2d.jpg,The man in the black suit and hat is holding the hand of the girl in the green dress whilst looking away from each other,"Two adults, a man and a woman of caucasian ethnicity, are holding hands outdoors, immersed in the serenity of a lush forest, embodying the essence of nature",0.27978,0.61931
3560726559_4c4bed9f2d.jpg,Young couple in formal attire hold hands,"Two adults, a man and a woman of caucasian ethnicity, are holding hands outdoors, immersed in the serenity of a lush forest, embodying the essence of nature",0.17364,0.32513
3613955682_3860e116cf.jpg,A group of players on a team are posing together,A group of athlete men engaged in a competitive sport on a soccer field,0.36619,0.73625
3613955682_3860e116cf.jpg,a soccer team poses for a picture,A group of athlete men engaged in a competitive sport on a soccer field,0.47390,0.70703
3613955682_3860e116cf.jpg,A soccer team wearing red posing together,A group of athlete men engaged in a competitive sport on a soccer field,0.49816,0.65278
3613955682_3860e116cf.jpg,A sports team poses on the field,A group of athlete men engaged in a competitive sport on a soccer field,0.62144,0.75043
3613955682_3860e116cf.jpg,Sports team poses on field with crowd in the background,A group of athlete men engaged in a competitive sport on a soccer field,0.53631,0.62403
3614595423_f9e0ab4fb0.jpg,A bunch of kids are climbing on a tree and hamming it up,"A cheerful group of boys and girls, basking in the happiness of childhood, are standing atop a tree outdoors, their smiles radiating pure joy",0.34063,0.52997
3614595423_f9e0ab4fb0.jpg,Children climb a tree,"A cheerful group of boys and girls, basking in the happiness of childhood, are standing atop a tree outdoors, their smiles radiating pure joy",0.30289,0.36749
3614595423_f9e0ab4fb0.jpg,Children posing in a tree,"A cheerful group of boys and girls, basking in the happiness of childhood, are standing atop a tree outdoors, their smiles radiating pure joy",0.37696,0.46672
3614595423_f9e0ab4fb0.jpg,Eight tan children making faces in a tree,"A cheerful group of boys and girls, basking in the happiness of childhood, are standing atop a tree outdoors, their smiles radiating pure joy",0.31038,0.49144
3614595423_f9e0ab4fb0.jpg,"Several children are in a tree , laughing and with their hands on their chins","A cheerful group of boys and girls, basking in the happiness of childhood, are standing atop a tree outdoors, their smiles radiating pure joy",0.40838,0.60739
3663951804_868982f3f9.jpg,a child doing a jump on a skateboard,"An adventurous man performing a high-flying stunt outdoors with his skateboard, encapsulating the thrill of extreme sports",0.45759,0.49963
3663951804_868982f3f9.jpg,A closeup of a man skateboarding in a skate park,"An adventurous man performing a high-flying stunt outdoors with his skateboard, encapsulating the thrill of extreme sports",0.54591,0.54151
3663951804_868982f3f9.jpg,A person skateboarding at a skate park,"An adventurous man performing a high-flying stunt outdoors with his skateboard, encapsulating the thrill of extreme sports",0.52181,0.46359
3663951804_868982f3f9.jpg,A skateboarder doing a jump,"An adventurous man performing a high-flying stunt outdoors with his skateboard, encapsulating the thrill of extreme sports",0.45897,0.44566
3663951804_868982f3f9.jpg,A skateboarder executes a jump in a skate park,"An adventurous man performing a high-flying stunt outdoors with his skateboard, encapsulating the thrill of extreme sports",0.52961,0.43123
3687996279_05b5a2a706.jpg,A man in a uniform smiling and waving at the camera,"A smiling man from the police force, dressed in uniform, holds up a sign outdoors",0.56856,0.75794
3687996279_05b5a2a706.jpg,A man in a uniform waves while holding a banner during an event,"A smiling man from the police force, dressed in uniform, holds up a sign outdoors",0.51411,0.62034
3687996279_05b5a2a706.jpg,A man in uniform waves and smiles at camera,"A smiling man from the police force, dressed in uniform, holds up a sign outdoors",0.59308,0.57826
3687996279_05b5a2a706.jpg,A police officer waves at a street fair,"A smiling man from the police force, dressed in uniform, holds up a sign outdoors",0.54236,0.52299
3687996279_05b5a2a706.jpg,"The man in a black uniform and hat , holding part of a banner , is waving","A smiling man from the police force, dressed in uniform, holds up a sign outdoors",0.51396,0.62008
391324644_d23fdf06cb.jpg,A guy on inline skates with a white hat is on a yellow rail,"A daring man performing a high-stakes skateboard jump on a yellow rail, under the cover of night, showcasing the spirit of extreme outdoor sports",0.39873,0.65325
391324644_d23fdf06cb.jpg,a male skater is riding a yellow rail,"A daring man performing a high-stakes skateboard jump on a yellow rail, under the cover of night, showcasing the spirit of extreme outdoor sports",0.51454,0.58125
391324644_d23fdf06cb.jpg,A man Rollerblades across a yellow pole at night,"A daring man performing a high-stakes skateboard jump on a yellow rail, under the cover of night, showcasing the spirit of extreme outdoor sports",0.52040,0.59114
391324644_d23fdf06cb.jpg,An inline skater boy balances on a yellow rail,"A daring man performing a high-stakes skateboard jump on a yellow rail, under the cover of night, showcasing the spirit of extreme outdoor sports",0.48574,0.59917
391324644_d23fdf06cb.jpg,A skater does a trick on a yellow handrail,"A daring man performing a high-stakes skateboard jump on a yellow rail, under the cover of night, showcasing the spirit of extreme outdoor sports",0.38352,0.61150
416650559_cd08d3cd96.jpg,a man dressed in a batman costume,A man in a Batman costume standing in a hall,0.84335,0.81489
416650559_cd08d3cd96.jpg,A man dressed like late 80 's movie Batman,A man in a Batman costume standing in a hall,0.63786,0.43746
416650559_cd08d3cd96.jpg,A man is posing dressed in a Batman costume,A man in a Batman costume standing in a hall,0.81454,0.81733
416650559_cd08d3cd96.jpg,A man is wearing a Batman costume with a cape,A man in a Batman costume standing in a hall,0.77954,0.77131
416650559_cd08d3cd96.jpg,A person dressed as Batman poses for a picture,A man in a Batman costume standing in a hall,0.60505,0.63243
481827288_a688be7913.jpg,Two brown dog play together in the water,"Two playful dogs, possibly retrievers, are enjoying the summer outdoors at the beach. They are having fun in the water, showcasing a heartwarming display of animal friendship",0.52323,0.53646
481827288_a688be7913.jpg,Two brown dogs playing in water,"Two playful dogs, possibly retrievers, are enjoying the summer outdoors at the beach. They are having fun in the water, showcasing a heartwarming display of animal friendship",0.46566,0.36032
481827288_a688be7913.jpg,Two dogs playing in the ocean,"Two playful dogs, possibly retrievers, are enjoying the summer outdoors at the beach. They are having fun in the water, showcasing a heartwarming display of animal friendship",0.44720,0.55752
481827288_a688be7913.jpg,Two dogs play in the water,"Two playful dogs, possibly retrievers, are enjoying the summer outdoors at the beach. They are having fun in the water, showcasing a heartwarming display of animal friendship",0.47826,0.51055
481827288_a688be7913.jpg,Two identical brown dogs in the water with their noses in the air,"Two playful dogs, possibly retrievers, are enjoying the summer outdoors at the beach. They are having fun in the water, showcasing a heartwarming display of animal friendship",0.42712,0.50585
485738889_c2a00876a6.jpg,"A baby being held by a small girl , swimming underwater in a blue pool","Joyful children having fun in a sunlit swimming pool during summer, embodying the essence of wet, cheerful childhood",0.25887,0.57441
485738889_c2a00876a6.jpg,A child supports a toddler underwater in a pool,"Joyful children having fun in a sunlit swimming pool during summer, embodying the essence of wet, cheerful childhood",0.36233,0.59449
485738889_c2a00876a6.jpg,A small girl and a toddler swimming underwater in a pool,"Joyful children having fun in a sunlit swimming pool during summer, embodying the essence of wet, cheerful childhood",0.29934,0.62020
485738889_c2a00876a6.jpg,A young girl and baby boy are swimming underwater in a pool,"Joyful children having fun in a sunlit swimming pool during summer, embodying the essence of wet, cheerful childhood",0.32502,0.59445
485738889_c2a00876a6.jpg,Two children smile underwater,"Joyful children having fun in a sunlit swimming pool during summer, embodying the essence of wet, cheerful childhood",0.23127,0.37241
513269597_c38308feaf.jpg,A black dog carries a bucket in its mouth,"An adorable, purebred black dog playfully carries a white frisbee in its mouth, enjoying a sunny day outdoors in the lush grass",0.39236,0.67786
513269597_c38308feaf.jpg,A black dog carrying a hanging flower pot,"An adorable, purebred black dog playfully carries a white frisbee in its mouth, enjoying a sunny day outdoors in the lush grass",0.42712,0.63270
513269597_c38308feaf.jpg,A dog next to pine tree biting on a bucket,"An adorable, purebred black dog playfully carries a white frisbee in its mouth, enjoying a sunny day outdoors in the lush grass",0.28541,0.57828
513269597_c38308feaf.jpg,A furry black dog in a backyard carrying a basket in its mouth,"An adorable, purebred black dog playfully carries a white frisbee in its mouth, enjoying a sunny day outdoors in the lush grass",0.55022,0.77058
513269597_c38308feaf.jpg,A furry dog is walking by green trees while carrying something in its mouth,"An adorable, purebred black dog playfully carries a white frisbee in its mouth, enjoying a sunny day outdoors in the lush grass",0.45826,0.66102
536537638_f5ee42410b.jpg,A group of people wait in similar attire,"A mixed group with women wearing red hats and scarves, and men",0.19037,0.47392
536537638_f5ee42410b.jpg,an asian girl wearing a red hat along side several others with red hats as well,"A mixed group with women wearing red hats and scarves, and men",0.57538,0.63672
536537638_f5ee42410b.jpg,A small group of Asian women wearing red head scarves and black shirts are shopping,"A mixed group with women wearing red hats and scarves, and men",0.66115,0.74203
536537638_f5ee42410b.jpg,five Japanese ladies wear red bandanas,"A mixed group with women wearing red hats and scarves, and men",0.50535,0.62142
536537638_f5ee42410b.jpg,Several asian women wearing red cloths on their heads,"A mixed group with women wearing red hats and scarves, and men",0.51391,0.55878
566794036_60f7acdf35.jpg,A man wearing red shorts dribbles a basketball behind him,"A muscular, shirtless athlete engaging in a healthy outdoor sports activity, holding a basketball on the court, embodying a lifestyle of exercise and athleticism",0.31204,0.54503
566794036_60f7acdf35.jpg,A man with no shirt plays basketball,"A muscular, shirtless athlete engaging in a healthy outdoor sports activity, holding a basketball on the court, embodying a lifestyle of exercise and athleticism",0.46315,0.56677
566794036_60f7acdf35.jpg,An athlete in red shorts is caught frozen during a basketball move,"A muscular, shirtless athlete engaging in a healthy outdoor sports activity, holding a basketball on the court, embodying a lifestyle of exercise and athleticism",0.47419,0.53970
566794036_60f7acdf35.jpg,A shirtless man in red shorts bouncing a basketball on a court,"A muscular, shirtless athlete engaging in a healthy outdoor sports activity, holding a basketball on the court, embodying a lifestyle of exercise and athleticism",0.51927,0.67341
566794036_60f7acdf35.jpg,Man in red shorts bouncing a basketball,"A muscular, shirtless athlete engaging in a healthy outdoor sports activity, holding a basketball on the court, embodying a lifestyle of exercise and athleticism",0.35311,0.51825
732468337_a37075225e.jpg,A naked baby and toddler are playing with red fingerpaints,"Two adorable children immersed in their childhood, sitting on the floor, their bodies joyfully smeared with paint",0.36461,0.57154
732468337_a37075225e.jpg,"A naked baby and toddler on the floor covered in paint , the toddler putting her hands on the baby 's head","Two adorable children immersed in their childhood, sitting on the floor, their bodies joyfully smeared with paint",0.49789,0.64835
732468337_a37075225e.jpg,A naked baby and toddler smear each other in paint,"Two adorable children immersed in their childhood, sitting on the floor, their bodies joyfully smeared with paint",0.43111,0.55040
732468337_a37075225e.jpg,A naked toddler is covering a naked baby with paint,"Two adorable children immersed in their childhood, sitting on the floor, their bodies joyfully smeared with paint",0.33794,0.52924
732468337_a37075225e.jpg,Two naked young children smear each other with red paint,"Two adorable children immersed in their childhood, sitting on the floor, their bodies joyfully smeared with paint",0.52004,0.57802
795081510_53fd17d101.jpg,"A couple hold each other , standing on a ferry , looking out at a ferry","A man and his young daughter enjoying a summer vacation, looking out at the ocean from their nautical vessel, immersing themselves in the beauty of nature",0.30577,0.55782
795081510_53fd17d101.jpg,A couple standing on the deck of a boat watching the water,"A man and his young daughter enjoying a summer vacation, looking out at the ocean from their nautical vessel, immersing themselves in the beauty of nature",0.29507,0.65108
795081510_53fd17d101.jpg,A man embraces a woman as they look over the railing out over the water at a ship,"A man and his young daughter enjoying a summer vacation, looking out at the ocean from their nautical vessel, immersing themselves in the beauty of nature",0.43286,0.68710
795081510_53fd17d101.jpg,Couple overlooking a metal rail with water and a boat int he background,"A man and his young daughter enjoying a summer vacation, looking out at the ocean from their nautical vessel, immersing themselves in the beauty of nature",0.30154,0.52108
795081510_53fd17d101.jpg,The couple is together looking at the large ship in the ocean,"A man and his young daughter enjoying a summer vacation, looking out at the ocean from their nautical vessel, immersing themselves in the beauty of nature",0.30257,0.63975
918886676_3323fb2a01.jpg,A brown dog drinks from a water bottle,"A cute, wet retriever puppy, a purebred dog, is seen quenching its thirst, drinking water from a close-up faucet",0.49013,0.74211
918886676_3323fb2a01.jpg,A tan dog has a drink from water being poured from a spout,"A cute, wet retriever puppy, a purebred dog, is seen quenching its thirst, drinking water from a close-up faucet",0.52803,0.69737
918886676_3323fb2a01.jpg,a yellow lab drinks water,"A cute, wet retriever puppy, a purebred dog, is seen quenching its thirst, drinking water from a close-up faucet",0.52566,0.66531
918886676_3323fb2a01.jpg,The yellow dog is drinking water from a bottle,"A cute, wet retriever puppy, a purebred dog, is seen quenching its thirst, drinking water from a close-up faucet",0.59751,0.71078
918886676_3323fb2a01.jpg,Yellow Labrador drinking water from a faucet,"A cute, wet retriever puppy, a purebred dog, is seen quenching its thirst, drinking water from a close-up faucet",0.68180,0.69214
